rgb,depth,ir,label
fake_part\fake_val_part\CLKJ_BS1212\05_enm_s.rssdk\color\51.jpg,fake_part\fake_val_part\CLKJ_BS1212\05_enm_s.rssdk\depth\51.jpg,fake_part\fake_val_part\CLKJ_BS1212\05_enm_s.rssdk\ir\51.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\05_enm_s.rssdk\color\61.jpg,fake_part\fake_val_part\CLKJ_BS1212\05_enm_s.rssdk\depth\61.jpg,fake_part\fake_val_part\CLKJ_BS1212\05_enm_s.rssdk\ir\61.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\05_enm_s.rssdk\color\71.jpg,fake_part\fake_val_part\CLKJ_BS1212\05_enm_s.rssdk\depth\71.jpg,fake_part\fake_val_part\CLKJ_BS1212\05_enm_s.rssdk\ir\71.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\05_enm_s.rssdk\color\81.jpg,fake_part\fake_val_part\CLKJ_BS1212\05_enm_s.rssdk\depth\81.jpg,fake_part\fake_val_part\CLKJ_BS1212\05_enm_s.rssdk\ir\81.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\05_enm_s.rssdk\color\91.jpg,fake_part\fake_val_part\CLKJ_BS1212\05_enm_s.rssdk\depth\91.jpg,fake_part\fake_val_part\CLKJ_BS1212\05_enm_s.rssdk\ir\91.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\1.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\1.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\1.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\101.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\101.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\101.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\11.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\11.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\11.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\111.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\111.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\111.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\121.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\121.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\121.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\131.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\131.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\131.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\141.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\141.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\141.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\151.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\151.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\151.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\161.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\161.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\161.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\171.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\171.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\171.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\181.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\181.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\181.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\191.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\191.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\191.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\201.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\201.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\201.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\21.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\21.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\21.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\211.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\211.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\211.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\221.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\221.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\221.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\231.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\231.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\231.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\241.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\241.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\241.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\31.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\31.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\31.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\41.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\41.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\41.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\51.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\51.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\51.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\61.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\61.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\61.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\71.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\71.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\71.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\81.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\81.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\81.jpg,0
fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\color\91.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\depth\91.jpg,fake_part\fake_val_part\CLKJ_BS1212\06_enm_b.rssdk\ir\91.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\101.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\101.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\101.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\11.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\11.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\11.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\111.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\111.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\111.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\121.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\121.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\121.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\131.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\131.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\131.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\141.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\141.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\141.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\151.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\151.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\151.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\161.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\161.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\161.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\171.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\171.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\171.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\181.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\181.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\181.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\191.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\191.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\191.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\201.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\201.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\201.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\21.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\21.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\21.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\211.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\211.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\211.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\221.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\221.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\221.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\231.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\231.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\231.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\31.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\31.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\31.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\41.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\41.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\41.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\51.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\51.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\51.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\61.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\61.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\61.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\71.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\71.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\71.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\81.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\81.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\81.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\color\91.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\depth\91.jpg,fake_part\fake_val_part\CLKJ_BS1245\04_en_b.rssdk\ir\91.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\101.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\101.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\101.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\11.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\11.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\11.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\111.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\111.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\111.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\121.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\121.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\121.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\131.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\131.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\131.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\141.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\141.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\141.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\151.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\151.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\151.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\161.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\161.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\161.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\171.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\171.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\171.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\181.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\181.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\181.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\191.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\191.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\191.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\201.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\201.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\201.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\21.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\21.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\21.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\211.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\211.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\211.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\221.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\221.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\221.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\231.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\231.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\231.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\241.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\241.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\241.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\31.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\31.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\31.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\41.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\41.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\41.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\51.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\51.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\51.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\61.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\61.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\61.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\71.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\71.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\71.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\81.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\81.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\81.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\color\91.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\depth\91.jpg,fake_part\fake_val_part\CLKJ_BS1245\05_enm_s.rssdk\ir\91.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\1.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\1.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\1.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\101.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\101.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\101.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\11.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\11.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\11.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\111.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\111.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\111.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\121.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\121.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\121.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\131.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\131.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\131.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\141.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\141.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\141.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\151.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\151.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\151.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\161.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\161.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\161.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\171.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\171.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\171.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\181.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\181.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\181.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\191.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\191.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\191.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\201.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\201.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\201.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\21.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\21.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\21.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\211.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\211.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\211.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\221.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\221.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\221.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\231.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\231.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\231.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\241.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\241.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\241.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\31.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\31.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\31.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\41.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\41.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\41.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\51.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\51.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\51.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\61.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\61.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\61.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\71.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\71.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\71.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\81.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\81.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\81.jpg,0
fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\color\91.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\depth\91.jpg,fake_part\fake_val_part\CLKJ_BS1245\06_enm_b.rssdk\ir\91.jpg,0
fake_part\fake_val_part\CLKJ_BS1257\04_en_b.rssdk\color\1.jpg,fake_part\fake_val_part\CLKJ_BS1257\04_en_b.rssdk\depth\1.jpg,fake_part\fake_val_part\CLKJ_BS1257\04_en_b.rssdk\ir\1.jpg,0
fake_part\fake_val_part\CLKJ_BS1257\04_en_b.rssdk\color\101.jpg,fake_part\fake_val_part\CLKJ_BS1257\04_en_b.rssdk\depth\101.jpg,fake_part\fake_val_part\CLKJ_BS1257\04_en_b.rssdk\ir\101.jpg,0
fake_part\fake_val_part\CLKJ_BS1257\04_en_b.rssdk\color\11.jpg,fake_part\fake_val_part\CLKJ_BS1257\04_en_b.rssdk\depth\11.jpg,fake_part\fake_val_part\CLKJ_BS1257\04_en_b.rssdk\ir\11.jpg,0
